forretningsproces,kommunekode,registreringFra,virkningFra,status,byg007Bygningsnummer,byg021BygningensAnvendelse,byg026Opførelsesår,byg032YdervæggensMateriale,byg033Tagdækningsmateriale,byg037KildeTilBygningensMaterialer,byg038SamletBygningsareal,byg039BygningensSamledeBoligAreal,byg040BygningensSamledeErhvervsAreal,byg041BebyggetAreal,byg042ArealIndbyggetGarage,byg043ArealIndbyggetCarport,byg044ArealIndbyggetUdhus,byg045ArealIndbyggetUdestueEllerLign,byg046SamletArealAfLukkedeOverdækningerPåBygningen,byg047ArealAfAffaldsrumITerrænniveau,byg048AndetAreal,byg049ArealAfOverdækketAreal,byg050ArealÅbneOverdækningerPåBygningenSamlet,byg051Adgangsareal,byg053BygningsarealerKilde,byg054AntalEtager,byg056Varmeinstallation,byg057Opvarmningsmiddel,byg058SupplerendeVarme,byg069Sikringsrumpladser,byg133KildeTilKoordinatsæt,byg134KvalitetAfKoordinatsæt,byg135SupplerendeOplysningOmKoordinatsæt,byg136PlaceringPåSøterritorie,byg404Koordinat,byg406Koordinatsystem
25,101,2017-10-02T11:47:52.566513Z,2017-10-02T11:47:52.566513Z,6,1,120,1930,1,5,1,76,142,,76,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717831.21 6178914.54 0),5
25,101,2017-10-02T11:47:53.558096Z,2017-10-02T11:47:53.558096Z,6,1,120,1951,1,5,1,88,146,,88,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718583.12 6178305.36 0),5
25,101,2017-10-02T11:47:54.988471Z,2017-10-02T11:47:54.988471Z,6,1,120,1933,1,3,1,78,78,,78,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718429.9 6179085.97 0),5
25,101,2017-10-02T11:47:57.832313Z,2017-10-02T11:47:57.832313Z,6,1,120,1935,1,2,1,80,130,,80,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717877.41 6179229.68 0),5
25,101,2017-10-02T11:48:01.105183Z,2017-10-02T11:48:01.105183Z,6,1,120,1934,1,3,2,139,139,,139,,,,,,,,5,,,1,1,1,,90,,K,1,11,0,POINT Z(717970.22 6178771.77 0),5
25,101,2017-10-02T11:48:01.681223Z,2017-10-02T11:48:01.681223Z,6,1,120,1930,1,3,1,93,133,,93,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718119.33 6178506.27 0),5
25,101,2017-10-02T11:48:04.276386Z,2017-10-02T11:48:04.276386Z,6,1,120,1962,1,3,1,112,112,,112,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718128.55 6178549.81 0),5
25,101,2017-10-02T11:48:07.641245Z,2017-10-02T11:48:07.641245Z,6,1,120,1964,1,3,1,113,113,,113,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717777.07 6178317.55 0),5
25,101,2017-10-02T11:48:12.654271Z,2017-10-02T11:48:12.654271Z,6,1,120,1916,1,5,1,83,146,,83,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718040.59 6178834.16 0),5
25,101,2017-10-02T11:48:14.454405Z,2017-10-02T11:48:14.454405Z,6,1,120,1957,1,3,1,101,101,,101,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717311.93 6178767.8 0),5
25,101,2017-10-02T11:48:15.454437Z,2017-10-02T11:48:15.454437Z,6,1,120,1946,1,5,1,100,100,,100,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718390.99 6178895.35 0),5
25,101,2017-10-02T11:48:19.065139Z,2017-10-02T11:48:19.065139Z,6,1,120,1966,1,3,1,176,152,,176,,,,24,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718500.81 6178236.47 0),5
25,101,2017-10-02T11:48:20.061641Z,2017-10-02T11:48:20.061641Z,6,1,120,1964,1,3,1,105,105,,105,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717166.09 6178767.31 0),5
25,101,2017-10-02T11:48:21.058788Z,2017-10-02T11:48:21.058788Z,6,1,120,1947,1,3,1,80,145,30,80,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717266.41 6178651.87 0),5
25,101,2017-10-02T11:48:25.017058Z,2017-10-02T11:48:25.017058Z,6,1,120,1928,5,5,1,95,138,,95,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(717175.34 6178668.06 0),5
25,101,2017-10-02T11:48:26.532765Z,2017-10-02T11:48:26.532765Z,6,1,120,1968,1,3,1,114,114,,114,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718082.52 6178243.06 0),5
25,101,2017-10-02T11:48:27.921105Z,2017-10-02T11:48:27.921105Z,6,5,120,2013,1,2,1,167,167,,167,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718180.92 6178142.9 0),5
25,101,2017-10-02T11:48:30.128438Z,2017-10-02T11:48:30.128438Z,6,1,120,1921,90,2,1,75,75,,75,,,,,,,,,,,1,1,2,3,90,,K,1,11,0,POINT Z(718233.32 6178050.56 0),5
25,101,2017-10-02T11:48:30.597204Z,2017-10-02T11:48:30.597204Z,6,1,120,1929,1,5,1,154,154,,81,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(717916.58 6178631.69 0),5
25,101,2017-10-02T11:48:31.53473Z,2017-10-02T11:48:31.53473Z,6,1,120,1938,1,4,1,99,174,,99,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717874.04 6178850.36 0),5
25,101,2017-10-02T11:48:33.561927Z,2017-10-02T11:48:33.561927Z,6,1,120,1950,1,5,1,100,134,,100,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718400.65 6178618.76 0),5
25,101,2017-10-02T11:48:37.878457Z,2017-10-02T11:48:37.878457Z,6,1,120,1974,1,3,1,120,120,,120,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718135.5 6178091.36 0),5
25,101,2017-10-02T11:48:39.153923Z,2017-10-02T11:48:39.153923Z,6,1,120,1920,1,5,1,87,87,,60,,,,,,,,,,,2,2,1,,90,,K,1,11,0,POINT Z(718021.99 6179065.29 0),5
25,101,2017-10-02T11:48:42.747791Z,2017-10-02T11:48:42.747791Z,6,1,120,1938,5,2,1,138,138,,138,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718481.61 6178144.82 0),5
25,101,2017-10-02T11:48:43.258648Z,2017-10-02T11:48:43.258648Z,6,1,120,1962,1,3,1,87,174,,87,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717398.33 6178928.73 0),5
25,101,2017-10-02T11:48:45.637712Z,2017-10-02T11:48:45.637712Z,6,1,120,1952,1,5,1,98,98,,98,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717180.98 6178797.11 0),5
25,101,2017-10-02T11:48:47.521883Z,2017-10-02T11:48:47.521883Z,6,1,120,1962,1,1,1,110,110,,110,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717747.93 6178860.32 0),5
25,101,2017-10-02T11:48:51.336296Z,2017-10-02T11:48:51.336296Z,6,1,120,1968,1,3,1,132,132,,132,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717801.32 6179178.58 0),5
25,101,2017-10-02T11:48:53.343586Z,2017-10-02T11:48:53.343586Z,6,1,120,1922,1,5,1,78,130,,78,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718018.97 6179040.2 0),5
25,101,2017-10-02T11:48:54.798718Z,2017-10-02T11:48:54.798718Z,6,1,120,1931,1,5,1,76,121,,76,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717980.38 6179283.63 0),5
25,101,2017-10-02T11:48:58.755059Z,2017-10-02T11:48:58.755059Z,6,1,120,1930,1,5,2,82,128,,82,,,,,,,,14,,,2,1,1,,90,,K,1,11,0,POINT Z(718535.28 6178722.17 0),5
25,101,2017-10-02T11:49:03.712975Z,2017-10-02T11:49:03.712975Z,6,1,120,1933,1,90,1,118,118,,59,,,,,,,,,,,1,2,1,,2,,K,1,11,0,POINT Z(717881.83 6179208.26 0),5
25,101,2017-10-02T11:49:05.632211Z,2017-10-02T11:49:05.632211Z,6,1,120,1927,1,2,1,183,183,,183,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717916.2 6179300.66 0),5
25,101,2017-10-02T11:49:09.251046Z,2017-10-02T11:49:09.251046Z,6,1,120,1925,2,3,1,82,82,,82,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718445.47 6178077.51 0),5
25,101,2017-10-02T11:49:09.780775Z,2017-10-02T11:49:09.780775Z,6,1,120,1914,4,3,1,90,90,,90,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717237.47 6178874.62 0),5
25,101,2017-10-02T11:49:15.309076Z,2017-10-02T11:49:15.309076Z,6,1,120,1947,1,6,1,114,185,,114,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718542.88 6178693.84 0),5
25,101,2017-10-02T11:49:19.837408Z,2017-10-02T11:49:19.837408Z,6,1,120,1943,1,5,1,110,110,,110,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717546.1 6178821.04 0),5
25,101,2017-10-02T11:49:22.219686Z,2017-10-02T11:49:22.219686Z,6,1,120,1937,1,5,1,78,123,,78,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718099.03 6179060.88 0),5
25,101,2017-10-02T11:49:26.049389Z,2017-10-02T11:49:26.049389Z,6,1,120,1962,1,3,1,98,178,,98,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718062.55 6178880.11 0),5
25,101,2017-10-02T11:49:31.795684Z,2017-10-02T11:49:31.795684Z,6,1,120,1924,5,3,1,36,54,,36,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718027.23 6178669.31 0),5
25,101,2017-10-02T11:49:38.975747Z,2017-10-02T11:49:38.975747Z,6,1,120,1967,1,3,1,125,125,,125,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717789.14 6178547.63 0),5
25,101,2017-10-02T11:49:40.038248Z,2017-10-02T11:49:40.038248Z,6,5,120,2016,1,5,1,220,220,,220,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718502.8 6178653.9 0),5
25,101,2017-10-02T11:49:43.277562Z,2017-10-02T11:49:43.277562Z,6,1,120,1988,2,5,2,126,126,,126,,,,,,,,10,,,2,1,7,1,90,,K,1,11,0,POINT Z(717692.28 6178283.47 0),5
25,101,2017-10-02T11:49:44.366504Z,2017-10-02T11:49:44.366504Z,6,1,120,1949,2,5,1,82,117,,82,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718060.65 6178153.76 0),5
25,101,2017-10-02T11:49:45.381044Z,2017-10-02T11:49:45.381044Z,6,1,120,1936,5,90,1,72,142,,72,,,,,,,,27,,,1,1,1,,90,,K,1,11,0,POINT Z(718031.48 6178241.65 0),5
25,101,2017-10-02T11:49:47.720827Z,2017-10-02T11:49:47.720827Z,6,1,120,1931,2,3,1,120,120,,120,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718122.73 6178409.71 0),5
25,101,2017-10-02T11:49:48.716916Z,2017-10-02T11:49:48.716916Z,6,1,120,1978,5,5,1,78,128,,78,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717289.39 6178772.85 0),5
25,101,2017-10-02T11:49:49.181971Z,2017-10-02T11:49:49.181971Z,6,1,120,1934,1,5,1,72,104,,72,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718010.47 6178182.46 0),5
25,101,2017-10-02T11:49:51.188387Z,2017-10-02T11:49:51.188387Z,6,1,120,1958,1,90,2,133,133,,133,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(718358.47 6178049.2 0),5
25,101,2017-10-02T11:49:51.640179Z,2017-10-02T11:49:51.640179Z,6,1,120,1979,1,3,2,142,142,,142,,,,,,,,16,,,2,1,7,1,90,,K,1,11,0,POINT Z(718066.63 6179382.92 0),5
25,101,2017-10-02T11:49:54.172413Z,2017-10-02T11:49:54.172413Z,6,1,120,1923,1,3,1,64,98,,64,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717983.87 6178983.47 0),5
25,101,2017-10-02T11:49:56.231586Z,2017-10-02T11:49:56.231586Z,6,1,120,1952,1,5,1,86,86,,86,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718231.16 6178141.37 0),5
25,101,2017-10-02T11:49:58.308993Z,2017-10-02T11:49:58.308993Z,6,1,120,1980,1,5,2,80,133,,80,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(718057.09 6178168.8 0),5
25,101,2017-10-02T11:49:58.767035Z,2017-10-02T11:49:58.767035Z,6,1,120,1976,1,1,1,117,103,,117,,,14,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718576.41 6178431.55 0),5
25,101,2017-10-02T11:50:00.303921Z,2017-10-02T11:50:00.303921Z,6,1,120,1966,1,3,1,112,112,,112,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718446.11 6178679.46 0),5
25,101,2017-10-02T11:50:04.271529Z,2017-10-02T11:50:04.271529Z,6,1,120,1937,1,2,1,95,95,,95,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718120.98 6178311.21 0),5
25,101,2017-10-02T11:50:04.879655Z,2017-10-02T11:50:04.879655Z,6,1,120,1979,1,4,2,122,122,,122,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(718529.15 6178659.08 0),5
25,101,2017-10-02T11:50:08.514686Z,2017-10-02T11:50:08.514686Z,6,1,120,1965,1,3,1,120,120,,120,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717882.93 6178428.93 0),5
25,101,2017-10-02T11:50:09.578001Z,2017-10-02T11:50:09.578001Z,6,1,120,1954,1,3,1,99,99,,99,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717715.47 6178924.2 0),5
25,101,2017-10-02T11:50:11.575179Z,2017-10-02T11:50:11.575179Z,6,1,120,1932,1,5,1,65,105,,65,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718002.24 6178645.44 0),5
25,101,2017-10-02T11:50:21.954553Z,2017-10-02T11:50:21.954553Z,6,1,120,1936,1,5,1,173,173,,92,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(718453.79 6178926.63 0),5
25,101,2017-10-02T11:50:24.01263Z,2017-10-02T11:50:24.01263Z,6,1,120,1924,1,5,1,76,126,,76,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717996.07 6178667.95 0),5
25,101,2017-10-02T11:50:28.471576Z,2017-10-02T11:50:28.471576Z,6,1,120,1929,1,5,1,80,125,,80,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717816.77 6178955.09 0),5
25,101,2017-10-02T11:50:34.345598Z,2017-10-02T11:50:34.345598Z,6,1,120,1955,1,5,1,72,72,,72,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718528.91 6178476.44 0),5
25,101,2017-10-02T11:50:37.985503Z,2017-10-02T11:50:37.985503Z,6,1,120,1940,1,2,1,123,123,,90,,,,,,,,10,,,1,2,1,,90,,K,1,11,0,POINT Z(717922.5 6178616.57 0),5
25,101,2017-10-02T11:50:39.111388Z,2017-10-02T11:50:39.111388Z,6,1,120,1954,1,5,1,67,116,,67,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717123.11 6178774.99 0),5
25,101,2017-10-02T11:50:41.690294Z,2017-10-02T11:50:41.690294Z,6,1,120,1931,4,5,1,109,176,,109,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718567.8 6178096.47 0),5
25,101,2017-10-02T11:50:42.656194Z,2017-10-02T11:50:42.656194Z,6,1,120,1948,1,5,1,63,98,,63,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717746.36 6178269.93 0),5
25,101,2017-10-02T11:50:44.689702Z,2017-10-02T11:50:44.689702Z,6,1,120,1923,1,5,1,128,128,,68,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(717531.57 6179020.19 0),5
25,101,2017-10-02T11:50:45.720989Z,2017-10-02T11:50:45.720989Z,6,1,120,1935,1,5,1,90,152,,90,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717303.85 6178818.71 0),5
25,101,2017-10-02T11:50:46.722818Z,2017-10-02T11:50:46.722818Z,6,1,120,1931,1,5,1,74,134,,74,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718085.56 6178819.79 0),5
25,101,2017-10-02T11:50:53.298931Z,2017-10-02T11:50:53.298931Z,6,1,120,1938,1,5,1,82,91,,82,,,,20,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718097.22 6178984.36 0),5
25,101,2017-10-02T11:50:53.785301Z,2017-10-02T11:50:53.785301Z,6,1,120,1937,1,2,2,137,137,,137,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(717811.96 6178452.44 0),5
25,101,2017-10-02T11:50:54.377095Z,2017-10-02T11:50:54.377095Z,6,1,120,1933,90,3,2,78,129,,78,,,,,,,,12,,,2,1,1,,90,,K,1,11,0,POINT Z(718155.47 6178515.19 0),5
25,101,2017-10-02T11:50:55.434065Z,2017-10-02T11:50:55.434065Z,6,1,120,1935,1,5,1,69,118,,69,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717816.61 6178368.59 0),5
25,101,2017-10-02T11:50:55.934087Z,2017-10-02T11:50:55.934087Z,6,1,120,1934,1,2,1,88,88,,88,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717669.49 6178506.3 0),5
25,101,2017-10-02T11:50:58.121462Z,2017-10-02T11:50:58.121462Z,6,1,120,1973,1,3,1,124,124,,124,,,,,,,,16,,,1,1,7,1,90,,K,1,11,0,POINT Z(718413.39 6178026.51 0),5
25,101,2017-10-02T11:51:01.864195Z,2017-10-02T11:51:01.864195Z,6,1,120,1969,1,4,1,149,149,,149,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718546.63 6178073.12 0),5
25,101,2017-10-02T11:51:07.739359Z,2017-10-02T11:51:07.739359Z,6,1,120,1955,1,5,1,100,100,,100,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718447.27 6178058.75 0),5
25,101,2017-10-02T11:51:09.699805Z,2017-10-02T11:51:09.699805Z,6,1,120,1937,1,2,1,73,73,,73,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718001.13 6178865.39 0),5
25,101,2017-10-02T11:51:14.434882Z,2017-10-02T11:51:14.434882Z,6,1,120,1927,1,3,1,110,110,,110,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717224.95 6178723.81 0),5
25,101,2017-10-02T11:51:14.985867Z,2017-10-02T11:51:14.985867Z,6,3,120,1987,1,4,2,130,130,,130,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(718549.9 6178444.37 0),5
25,101,2017-10-02T11:51:18.720365Z,2017-10-02T11:51:18.720365Z,6,1,120,1930,1,5,1,75,120,,75,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718603.46 6178419.54 0),5
25,101,2017-10-02T11:51:19.251635Z,2017-10-02T11:51:19.251635Z,6,1,120,1979,90,90,2,139,115,,139,,,,24,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(718473.35 6177967.55 0),5
25,101,2017-10-02T11:51:23.635065Z,2017-10-02T11:51:23.635065Z,6,1,120,1931,1,2,1,130,130,,130,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(717295.42 6178789.38 0),5
25,101,2017-10-02T11:51:27.213321Z,2017-10-02T11:51:27.213321Z,6,1,120,1962,1,5,5,139,119,,139,,,,20,,,,20,,,2,1,1,,90,,K,1,11,0,POINT Z(717928.45 6178258.03 0),5
25,101,2017-10-02T11:51:27.847428Z,2017-10-02T11:51:27.847428Z,6,1,120,1956,1,3,1,85,88,,85,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717774.47 6178341.23 0),5
25,101,2017-10-02T11:51:29.541483Z,2017-10-02T11:51:29.541483Z,6,1,120,1980,1,4,2,154,132,,154,,,,22,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(718484.82 6178300.91 0),5
25,101,2017-10-02T11:51:30.019383Z,2017-10-02T11:51:30.019383Z,6,1,120,1924,1,3,1,76,108,,76,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(717968.4 6178631.14 0),5
25,101,2017-10-02T11:51:33.229085Z,2017-10-02T11:51:33.229085Z,6,1,120,1937,1,5,1,76,132,,76,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718464.26 6178874.76 0),5
25,101,2017-10-02T11:51:38.790442Z,2017-10-02T11:51:38.790442Z,6,1,120,1967,1,3,1,115,115,,115,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717761.26 6178545.01 0),5
25,101,2017-10-02T11:51:41.913389Z,2017-10-02T11:51:41.913389Z,6,1,120,1933,1,5,1,76,121,,76,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717751.89 6178617.2 0),5
25,101,2017-10-02T11:51:42.554034Z,2017-10-02T11:51:42.554034Z,6,1,120,1949,2,5,1,82,140,,82,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717755.6 6178421.34 0),5
25,101,2017-10-02T11:51:44.753911Z,2017-10-02T11:51:44.753911Z,6,1,120,1934,1,2,1,97,87,,97,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718491.3 6178276.66 0),5
25,101,2017-10-02T11:51:45.276406Z,2017-10-02T11:51:45.276406Z,6,1,120,1923,1,5,1,72,114,,72,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717905.24 6178678.57 0),5
25,101,2017-10-02T11:51:45.776424Z,2017-10-02T11:51:45.776424Z,6,1,120,1952,1,5,1,75,99,,75,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717695.08 6178728.35 0),5
25,101,2017-10-02T11:51:46.30769Z,2017-10-02T11:51:46.30769Z,6,1,120,1953,1,5,1,60,106,,60,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718076.41 6178800.22 0),5
25,101,2017-10-02T11:51:47.299786Z,2017-10-02T11:51:47.299786Z,6,1,120,1935,1,5,1,80,120,,80,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718652.58 6178058.66 0),5
25,101,2017-10-02T11:51:47.940432Z,2017-10-02T11:51:47.940432Z,6,1,120,1964,1,3,2,142,142,,142,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(718071.59 6179091.39 0),5
25,101,2017-10-02T11:51:49.09672Z,2017-10-02T11:51:49.09672Z,6,2,120,2012,1,4,1,155,155,,155,,,,,,,,,,,1,1,1,,80,,K,1,11,0,POINT Z(717804.35 6178229.47 0),5
25,101,2017-10-02T11:51:52.549966Z,2017-10-02T11:51:52.549966Z,6,1,120,1940,1,5,1,110,110,,59,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(717436.65 6178937.67 0),5
25,101,2017-10-02T11:51:53.081233Z,2017-10-02T11:51:53.081233Z,6,1,120,1922,5,90,1,132,152,,132,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717673.21 6178440.9 0),5
25,101,2017-10-02T11:51:54.143767Z,2017-10-02T11:51:54.143767Z,6,1,120,1930,1,5,1,67,108,,67,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717789.26 6179192.3 0),5
25,101,2017-10-02T11:51:56.301297Z,2017-10-02T11:51:56.301297Z,6,1,120,1967,1,3,1,163,163,,163,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718087 6178835.91 0),5
25,101,2017-10-02T11:51:58.752286Z,2017-10-02T11:51:58.752286Z,6,1,120,1952,1,5,1,120,120,,60,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(718467.03 6178357.96 0),5
25,101,2017-10-02T11:51:59.782289Z,2017-10-02T11:51:59.782289Z,6,1,120,1951,1,5,1,77,111,,77,,,,9,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717951.11 6178518.07 0),5
25,101,2017-10-02T11:52:05.692239Z,2017-10-02T11:52:05.692239Z,6,1,120,1949,1,5,1,64,108,,64,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718128.3 6178358.14 0),5
25,101,2017-10-02T11:52:07.364172Z,2017-10-02T11:52:07.364172Z,6,3,120,2013,1,4,1,204,204,,102,,,,,,,,,,,1,2,1,,,,K,1,11,0,POINT Z(718408.67 6179079.61 0),5
25,101,2017-10-02T11:52:11.188449Z,2017-10-02T11:52:11.188449Z,6,1,120,1934,1,5,1,110,160,,110,,,,,,,,,,,1,1,1,,80,,K,1,11,0,POINT Z(717682.92 6178638.78 0),5
25,101,2017-10-02T11:52:12.219709Z,2017-10-02T11:52:12.219709Z,6,1,120,1947,1,5,1,110,110,,110,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718630.1 6178299.47 0),5
25,101,2017-10-02T11:52:13.344742Z,2017-10-02T11:52:13.344742Z,6,1,120,1939,1,2,1,89,89,,89,,,,,,,,16,,,1,1,1,,90,,K,1,11,0,POINT Z(717764.56 6179158.92 0),5
25,101,2017-10-02T11:52:13.792865Z,2017-10-02T11:52:13.792865Z,6,1,120,1964,1,4,1,126,126,,126,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717476.35 6178740.84 0),5
25,101,2017-10-02T11:52:14.391646Z,2017-10-02T11:52:14.391646Z,6,1,120,1922,1,5,1,88,134,,88,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(717952.9 6178712.16 0),5
25,101,2017-10-02T11:52:19.610556Z,2017-10-02T11:52:19.610556Z,6,1,120,1934,1,5,2,73,103,,73,,,,9,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(718597.14 6178202.97 0),5
25,101,2017-10-02T11:52:23.649202Z,2017-10-02T11:52:23.649202Z,6,1,120,1949,1,5,2,84,128,,84,,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(718185.69 6179169.83 0),5
25,101,2017-10-02T11:52:24.885498Z,2017-10-02T11:52:24.885498Z,6,1,120,1952,1,5,1,77,124,,77,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718173.8 6178108.57 0),5
25,101,2017-10-02T11:52:27.17856Z,2017-10-02T11:52:27.17856Z,6,1,120,1926,1,2,1,96,96,,96,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717822.69 6179165.6 0),5
25,101,2017-10-02T11:52:28.338732Z,2017-10-02T11:52:28.338732Z,6,1,120,1937,1,2,1,75,75,,75,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718438.46 6178482.57 0),5
25,101,2017-10-02T11:52:29.916879Z,2017-10-02T11:52:29.916879Z,6,1,120,1959,1,3,1,122,122,,122,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718176.5 6178161.26 0),5
25,101,2017-10-02T11:52:30.929601Z,2017-10-02T11:52:30.929601Z,6,3,120,1987,1,5,2,90,138,,90,,,,,,,,10,,,2,1,1,,90,,K,1,11,0,POINT Z(717298.93 6178868.74 0),5
25,101,2017-10-02T11:52:32.073189Z,2017-10-02T11:52:32.073189Z,6,1,120,1926,4,5,1,95,125,,95,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(717800.75 6178889.58 0),5
